"","id_no","Range_size","binomial"
"8828","41255",575027311115.66,"Ochotona alpina"
"8829","41256",700176488216.723,"Ochotona cansus"
"8830","41257",846253851016.633,"Ochotona collaris"
"8831","41258",2222007287058.78,"Ochotona curzoniae"
"8832","41259",2054524222216.98,"Ochotona dauurica"
"8833","41260",543314782233.482,"Ochotona erythrotis"
"8834","41261",417996814650.212,"Ochotona gloveri"
"8835","41264",786588389389.436,"Ochotona ladacensis"
"8836","41265",2931190699123.68,"Ochotona macrotis"
"8837","41267",894661410929.734,"Ochotona princeps"
"8842","41268",493849813945.3,"Ochotona roylei"
"8843","41269",946120658205.493,"Ochotona rufescens"
"8844","41270",206938680872.292,"Ochotona rutila"
"8845","41271",729354294641.118,"Ochotona thibetana"
"8846","41272",244949213457.533,"Lepus alleni"
"8848","41273",9536027874144.95,"Lepus americanus"
"8850","41274",3926106204528.78,"Lepus arcticus"
"8851","41275",286651224012.497,"Lepus brachyurus"
"8857","41276",4392832777562.91,"Lepus californicus"
"8858","41277",11232571451142.3,"Lepus capensis"
"8863","41278",415308025179.677,"Lepus comus"
"8864","41279",218211644995.402,"Lepus coreanus"
"8865","41280",14673958248796,"Lepus europaeus"
"8872","41281",1066414305873.38,"Lepus mandshuricus"
"8873","41282",3475970786761.91,"Lepus nigricollis"
"8878","41283",2829910847726.21,"Lepus oiostolus"
"8879","41284",1243253383839.11,"Lepus peguensis"
"8880","41285",1387906557823.55,"Lepus saxatilis"
"8881","41286",961782226217.454,"Lepus sinensis"
"8883","41287",60357604926.3243,"Lepus starcki"
"8884","41288",3453856921863.5,"Lepus townsendii"
"8885","41289",1276762380030.52,"Lepus habessinicus"
"8886","41291",8664779322948.85,"Oryctolagus cuniculus"
"8888","41292",140675443864.174,"Poelagus marjorita"
"8890","41293",198444313814.755,"Pronolagus crassicaudatus"
"8891","41294",626320339135.216,"Pronolagus randensis"
"8892","41295",461340914465.922,"Pronolagus rupestris"
"8893","41296",882432663031.412,"Sylvilagus aquaticus"
"8894","41297",3652232575259.6,"Sylvilagus audubonii"
"8895","41298",10175838091279.2,"Sylvilagus brasiliensis"
"8896","41299",7135945452762.61,"Sylvilagus floridanus"
"8898","41300",2067003632801.6,"Sylvilagus nuttallii"
"8899","41301",94346012218.9912,"Sylvilagus obscurus"
"8900","41302",416350097776.335,"Sylvilagus bachmani"
"8901","41303",359126906646.658,"Sylvilagus palustris"
"8903","41305",60784014388.0803,"Lepus corsicanus"
"8906","41306",403106697121.82,"Lepus granatensis"
"8909","41307",1160116620859.38,"Lepus tibetanus"
"8910","41308",7690680979682.11,"Lepus tolai"
"8911","41309",4086081218.61104,"Sylvilagus cognatus"
"8912","41310",38043243024.1568,"Sylvilagus robustus"
"8913","41311",15256074440.9019,"Sylvilagus varynaensis"
"8914","41312",7766679886140.26,"Tachyglossus aculeatus"
"8926","41314",60647462690.9414,"Microgale pusilla"
"8927","41315",92303033290.421,"Microgale talazaci"
"8928","41316",212483168641.849,"Amblysomus hottentotus"
"8929","41317",839371855254.737,"Crocidura cinderella"
"8930","41318",579055907833.889,"Crocidura goliath"
"8931","41319",2534127884986.28,"Crocidura gmelini"
"8932","41321",34361266754.9624,"Crocidura grandiceps"
"8934","41322",2340544278112.21,"Crocidura hildegardeae"
"8935","41323",4044014038866.49,"Crocidura hirta"
"8936","41324",24079259178.9297,"Crocidura horsfieldii"
"8937","41325",911505031738.475,"Crocidura jacksoni"
"8938","41326",1559815803120,"Crocidura lamottei"
"8939","41327",1577925438511.35,"Crocidura lasiura"
"8940","41328",116322607145.116,"Crocidura lea"
"8941","41329",42377708285.8413,"Crocidura levicula"
"8942","4133",2085164186552.67,"Centurio senex"
"8945","41330",1900103400161.3,"Crocidura littoralis"
"8946","41331",1833268960488.99,"Crocidura luna"
"8947","41332",2052707844038.12,"Crocidura lusitania"
"8948","41333",467262622388.893,"Crocidura macarthuri"
"8949","41334",2082090811105.49,"Crocidura mariquensis"
"8950","41335",572595605016.728,"Crocidura maurisca"
"8951","41336",217572152862.932,"Crocidura maxi"
"8953","41337",1393960569007.16,"Crocidura monticola"
"8965","41338",24589913212.1016,"Crocidura montis"
"8966","41339",403240809852.363,"Crocidura muricauda"
"8967","41340",27558669703.8407,"Crocidura mutesae"
"8968","41341",117150122.039126,"Crocidura nana"
"8969","41342",757818830747.102,"Crocidura nanilla"
"8970","41344",225668750070.954,"Crocidura nigeriae"
"8972","41345",128601798894.422,"Crocidura nigricans"
"8973","41346",3815128649708.5,"Crocidura nigrofusca"
"8974","41347",20326804696.4733,"Crocidura niobe"
"8975","41348",15840910301286.3,"Crocidura olivieri"
"8976","41349",5594890998792.88,"Crocidura parvipes"
"8977","41350",548549264428.793,"Crocidura pasha"
"8978","41351",479968226540.394,"Crocidura planiceps"
"8980","41352",1109817817751.94,"Crocidura poensis"
"8981","41353",50352166806.1303,"Crocidura pullata"
"8982","41354",97286890447.5936,"Crocidura rhoditis"
"8983","41355",1976063135462.73,"Crocidura roosevelti"
"8984","41356",6044227821874.47,"Crocidura sibirica"
"8985","41357",339606763084.969,"Crocidura silacea"
"8986","41358",185984455784.225,"Crocidura smithii"
"8987","41359",175965751099.092,"Crocidura somalica"
"8988","41360",2336464106.75889,"Crocidura tarella"
"8991","41361",267266757280.248,"Crocidura tarfayensis"
"8992","41362",336307094957.773,"Crocidura theresae"
"8994","41363",4878103985758.51,"Crocidura turba"
"8996","41364",8207727857733.84,"Crocidura viaria"
"8999","41365",3003725295388.37,"Crocidura voi"
"9000","41366",759432734502.855,"Crocidura whitakeri"
"9001","41367",1389106242165.91,"Crocidura yankariensis"
"9002","41368",9993169650.63943,"Crocidura zaphiri"
"9004","41369",543621677632.121,"Crocidura zarudnyi"
"9005","4137",5035201009.50343,"Cephalophus adersi"
"9009","41371",47998508588.6837,"Cryptotis goldmani"
"9010","41374",31916091984.233,"Cryptotis mexicana"
"9011","41375",29768535133.2464,"Cryptotis montivaga"
"9012","41376",21177621773.6813,"Cryptotis nigrescens"
"9013","41377",4122005688227.12,"Cryptotis parva"
"9014","41378",38079811681.6932,"Cryptotis squamipes"
"9015","41379",23699206429.8506,"Cryptotis thomasi"
"9016","4138",745835020891.764,"Cephalophus callipygus"
"9017","41380",24423893950.7102,"Myosorex babaulti"
"9018","41381",167610650715.179,"Myosorex cafer"
"9019","41382",424218627228.998,"Myosorex varius"
"9020","41383",671226317978.677,"Paracrocidura schoutedeni"
"9021","41384",492328796.937552,"Sorex alaskanus"
"9022","41385",4533841871730.39,"Sorex arcticus"
"9023","41386",379195761348.554,"Sorex asper"
"9024","41387",35570123225.3418,"Sorex bairdi"
"9025","41388",585015010251.358,"Sorex bedfordiae"
"9026","41389",207238101183.596,"Sorex bendirii"
"9027","4139",3572521660852.53,"Cephalophus dorsalis"
"9030","41390",47183820667.734,"Sorex buchariensis"
"9031","41391",447577753698.556,"Sorex camtschatica"
"9032","41392",11571923428162.9,"Sorex cinereus"
"9033","41393",8192141480555.19,"Sorex daphaenodon"
"9034","41394",334231151076.11,"Sorex dispar"
"9036","41395",30452150539.7545,"Sorex emarginatus"
"9037","41396",1508616008001.79,"Sorex fumeus"
"9038","41398",1136758485981.32,"Sorex gracillimus"
"9045","41399",1160249701513.92,"Sorex haydeni"
"9046","4140",59693100335.7468,"Cephalophus jentinki"
"9047","41400",6985242531438.67,"Sorex hoyi"
"9048","41401",1643808718533.39,"Sorex longirostris"
"9049","41402",3090756203.70525,"Sorex lyelli"
"9050","41403",1800350217597.24,"Sorex merriami"
"9051","41404",457958388049.166,"Sorex mirabilis"
"9052","41405",4521918951882.42,"Sorex monticolus"
"9053","41406",997639341494.605,"Sorex nanus"
"9054","41408",194177976481.833,"Sorex ornatus"
"9055","41409",58283930349.3733,"Sorex pacificus"
"9056","4141",1031856966565.64,"Cephalophus leucogaster"
"9058","41410",6242380900282.44,"Sorex palustris"
"9059","41411",27733294091.1593,"Sorex planiceps"
"9060","41412",121493777488.234,"Sorex portenkoi"
"9061","41413",670326555557.996,"Sorex preblei"
"9062","41414",9303837837022.07,"Sorex roboratus"
"9063","41415",412610262274.751,"Sorex satunini"
"9064","41416",87917992243.1475,"Sorex saussurei"
"9065","41417",27674377636.2754,"Sorex shinto"
"9068","41418",143305118340.946,"Sorex sonomae"
"9069","41419",65722258964.922,"Sorex tenellus"
"9070","4142",872151170574.504,"Philantomba maxwellii"
"9071","41420",261560989670.111,"Sorex thibetanus"
"9072","41421",377575969408.708,"Sorex trowbridgii"
"9073","41422",15993121855878.7,"Sorex tundrensis"
"9074","41423",1412342536105.48,"Sorex ugyunak"
"9075","41424",1194028933123.41,"Sorex unguiculatus"
"9076","41425",992058430253.562,"Sorex vagrans"
"9078","41426",63024279232.2419,"Sorex ventralis"
"9079","41427",90682591339.5093,"Sorex veraepacis"
"9080","41428",315602345456.484,"Episoriculus caudatus"
"9081","41429",12808650218.8047,"Episoriculus fumidus"
"9082","4143",6383787672234.88,"Philantomba monticola"
"9087","41430",424311768288.683,"Chodsigoa hypsibia"
"9088","41431",15923825482.3656,"Chodsigoa lamula"
"9089","41432",236569001284.409,"Episoriculus leucops"
"9090","41433",375510082941.475,"Episoriculus macrurus"
"9092","41434",136320849406.148,"Soriculus nigrescens"
"9093","41435",583107831338.151,"Chodsigoa parca"
"9094","41436",48110619739.6748,"Chodsigoa smithii"
"9095","41437",131972950361.239,"Suncus infinitesimus"
"9096","41438",1437689020525.05,"Suncus lixus"
"9097","41439",417822780840.059,"Suncus madagascariensis"
"9098","4144",897289182924.264,"Cephalophus natalensis"
"9099","41440",9425444586800.65,"Suncus murinus"
"9110","41441",1280661075348.93,"Suncus stoliczkanus"
"9111","41442",2013476896926.78,"Suncus varilla"
"9112","41443",29983028544.547,"Sylvisorex granti"
"9113","41444",970551370764.13,"Sylvisorex johnstoni"
"9115","41445",19484821069.2598,"Sylvisorex lunaris"
"9116","41446",4240285395880.25,"Suncus megalura"
"9117","41447",80622628681.7913,"Crocidura nigripes"
"9118","41448",1820728814264.58,"Diplomesodon pulchellum"
"9119","41449",434028615629.225,"Scutisorex somereni"
"9120","4145",761614567579.489,"Cephalophus niger"
"9121","41450",1189018753678.13,"Anourosorex squamipes"
"9122","41451",4106919949850.89,"Blarina brevicauda"
"9123","41452",866209842038.424,"Blarina carolinensis"
"9124","41453",727831720166.861,"Blarina hylophaga"
"9125","41454",150206001937.851,"Megasorex gigas"
"9126","41455",555411867194.004,"Nectogale elegans"
"9127","41456",2165720111680.05,"Notiosorex crawfordi"
"9128","41458",3486994173506.85,"Condylura cristata"
"9129","41459",114257542044.769,"Euroscaptor grandis"
"9130","4146",3193058950262.2,"Cephalophus nigrifrons"
"9136","41460",668553019947.037,"Euroscaptor klossi"
"9137","41461",267778545470.178,"Euroscaptor longirostris"
"9138","41462",38881711214.0465,"Euroscaptor micrura"
"9139","41463",759941978231.305,"Mogera insularis"
"9140","41465",148182772465.722,"Mogera imaizumii"
"9143","41466",892370931452.862,"Mogera robusta"
"9144","41467",138836766700.452,"Mogera wogura"
"9151","41468",221364522246.783,"Neurotrichus gibbsii"
"9152","41469",831948618940.651,"Parascalops breweri"
"9153","41470",373607968769.737,"Parascaptor leucura"
"9154","41471",3460699824835.94,"Scalopus aquaticus"
"9155","41472",345005270532.346,"Scapanulus oweni"
"9156","41473",327075367549.307,"Scapanus latimanus"
"9157","41474",351190271330.666,"Scapanus orarius"
"9158","41475",116640445949.752,"Scapanus townsendii"
"9159","41476",1175677186651.78,"Scaptochirus moschatus"
"9160","41477",892175949802.915,"Scaptonyx fusicaudus"
"9161","41478",3199817538539.47,"Talpa altaica"
"9162","41479",243454235776.837,"Talpa caeca"
"9163","4148",504344055975.586,"Cephalophus ogilbyi"
"9170","41480",113299534995.531,"Talpa caucasica"
"9171","41481",6445070858745.69,"Talpa europaea"
"9172","41482",584619187935.514,"Talpa levantis"
"9173","41483",476374125591.052,"Talpa occidentalis"
"9174","41484",98028912357.3587,"Talpa romana"
"9175","41485",51887246383.5616,"Talpa stankovici"
"9176","41486",4138165576.13949,"Uropsilus andersoni"
"9177","41487",765422426306.049,"Uropsilus gracilis"
"9178","41488",38974946033.5307,"Dymecodon pilirostris"
"9181","41489",286809074601.897,"Urotrichus talpoides"
"9187","4149",2928977478401.18,"Cephalophus rufilatus"
"9188","41490",204367539816.502,"Dendrogale murina"
"9189","41491",348900267084.736,"Ptilocercus lowii"
"9201","41492",2980207679051.5,"Tupaia belangeri"
"9204","41493",506858081104.657,"Tupaia dorsalis"
"9205","41495",643734653387.681,"Tupaia gracilis"
"9206","41496",248043793559.553,"Tupaia javanica"
"9210","41497",1264126168642.23,"Tupaia minor"
"9218","41498",179714313702.894,"Tupaia montana"
"9219","41499",154832833801.593,"Tupaia picta"
"9220","4150",6162598452237.11,"Cephalophus silvicultor"
"9223","41500",411411030937.006,"Tupaia splendidula"
"9227","41501",960284495913.367,"Tupaia tana"
"9240","41502",1410929428323.21,"Galeopterus variegatus"
"9254","41503",1642743892901.38,"Ochotona turuchanensis"
"9255","41504",19273000829799,"Orycteropus afer"
"9256","41506",180934661827.396,"Caenolestes fuliginosus"
"9257","41507",62779681861.7399,"Lestoros inca"
"9258","41508",314283026685.585,"Antechinus swainsonii"
"9261","41509",102873958865.666,"Sminthopsis granulipes"
"9262","4151",6572388585.527,"Cephalophus spadix"
"9263","41510",144138803719.751,"Sminthopsis griseoventer"
"9265","41511",125034953503.102,"Potorous tridactylus"
"9272","41512",16450348798.5086,"Macropus eugenii"
"9283","41513",2231237854648.93,"Macropus giganteus"
"9287","41514",36293793794.3184,"Petrogale godmani"
"9288","41515",281939807760.865,"Petrogale herberti"
"9289","41516",85125442901.8512,"Petrogale inornata"
"9291","41517",142489183426.745,"Petrogale rothschildi"
"9297","41518",943369790313.892,"Callithrix jacchus"
"9298","41519",1309807484091.29,"Callithrix penicillata"
"9299","4152",1484365373674.21,"Cephalophus weynsi"
"9300","41520",137206255125.174,"Mico argentatus"
"9301","41521",63580259817.6046,"Mico humeralifer"
"9302","41522",75237557239.7937,"Saguinus geoffroyi"
"9303","41523",380754739975.542,"Saguinus inustus"
"9305","41524",286447292731.048,"Saguinus labiatus"
"9308","41525",863250670771.204,"Saguinus midas"
"9309","41526",589295457996.99,"Saguinus mystax"
"9312","41527",7826267288351.54,"Cormura brevirostris"
"9313","41528",9326435080.24313,"Emballonura serii"
"9316","41529",2168997105326.7,"Rhinolophus sinicus"
"9317","4153",59057423423.7945,"Cephalophus zebra"
"9319","41530",5432496695638.79,"Tonatia saurophila"
"9320","41531",3883902086067.6,"Eptesicus gobiensis"
"9321","41532",1737395754127.45,"Lasiurus xanthinus"
"9322","41533",5499879494180.39,"Nycticeinops schlieffeni"
"9323","41534",170230896246.138,"Arielulus circumdatus"
"9325","41535",1677207421865.25,"Cebuella pygmaea"
"9329","41536",1373871995254.01,"Saimiri boliviensis"
"9331","41537",4419827816015.32,"Saimiri sciureus"
"9335","41538",876710439430.591,"Saimiri ustus"
"9336","41539",3162911566179.55,"Aotus azarae"
"9339","4154",354885072824.847,"Cephalophus harveyi"
"9342","41540",492727889875.963,"Aotus nancymaae"
"9343","41542",1548698791750.9,"Aotus nigriceps"
"9344","41543",752044697749.503,"Aotus trivirgatus"
"9345","41544",1016997305419.36,"Aotus vociferans"
"9346","41545",3064210801580.09,"Alouatta caraya"
"9347","41546",341402344224.534,"Alouatta sara"
"9348","41547",2437475986380.23,"Ateles chamek"
"9349","41548",163767898966.16,"Callicebus donacophilus"
"9350","41549",417328020225.822,"Callicebus pallescens"
"9351","41550",6539926124.91588,"Callicebus modestus"
"9352","41551",776067511546.022,"Callicebus cupreus"
"9353","41552",73487244935.3975,"Callicebus caligatus"
"9354","41553",231557990143.62,"Callicebus discolor"
"9355","41554",21123429303.3527,"Trachypithecus barbei"
"9356","41555",31741403093.9215,"Callicebus stephennashi"
"9357","41556",944033500382.556,"Callicebus moloch"
"9358","41557",210384501843.946,"Callicebus cinerascens"
"9359","41558",243777838254.416,"Callicebus brunneus"
"9360","41559",92127776340.6992,"Callicebus hoffmannsi"
"9361","41560",14740990589.1895,"Callicebus baptista"
"9362","41561",119557517371.04,"Callicebus bernhardi"
"9363","41562",247897850968.715,"Callicebus torquatus"
"9364","41563",913300401009.308,"Callicebus lugens"
"9365","41564",234316838803.74,"Callicebus lucifer"
"9366","41565",152853180346.869,"Callicebus purinus"
"9367","41566",221340268950.132,"Callicebus regulus"
"9368","41567",65148396229.2414,"Pithecia albicans"
"9369","41570",486656063850.592,"Miopithecus ogouensis"
"9371","41571",4135173213.32761,"Microcebus tavaratra"
"9372","41572",691150147.201548,"Microcebus sambiranensis"
"9373","41573",546444861.883921,"Microcebus berthae"
"9374","41576",40527920.7244872,"Cheirogaleus sibreei"
"9375","41579",779721158.860399,"Avahi unicolor"
"9376","41580",22441861099.3596,"Mico acariensis"
"9377","41583",29585793864.2457,"Mico mauesi"
"9378","41584",6375189440.89118,"Mico humilis"
"9379","41586",15552829337.9776,"Lycalopex fulvipes"
"9384","41587",1611406585901.09,"Vulpes macrotis"
"9386","41588",8676247293069.56,"Vulpes zerda"
"9387","41589",6021747816590.42,"Nandinia binotata"
"9390","41590",14049574288632.7,"Atilax paludinosus"
"9392","41591",1497517789973.78,"Bdeogale crassicauda"
"9394","41592",2110590774225.94,"Bdeogale nigripes"
"9395","41593",1412932502703.17,"Crossarchus alexandri"
"9396","41594",602126502766.824,"Crossarchus ansorgei"
"9397","41595",492155149240.889,"Crossarchus obscurus"
"9398","41596",515163284959.268,"Crossarchus platycephalus"
"9400","41597",2252374387481.74,"Cynictis penicillata"
"9401","41598",487964895664.014,"Dologale dybowskii"
"9403","41599",218032509214.588,"Herpestes flavescens"
"9404","41600",770354787488.136,"Herpestes pulverulentus"
"9405","41605",506949093314.557,"Herpestes ochraceus"
